2.098745172099389933e-01,2.002906846795961204e+00
1.925264619913580999e+00,1.782311185801616071e+00
8.853609298204453415e-01,1.414002087195764812e-01
1.606607971839331572e+00,1.885940779198805428e+00
1.511094872452105609e+00,1.234463505392621840e+00
2.248156237931314472e+00,4.401055124815669295e-01
7.251642298756237892e-01,1.280112631947852408e+00
1.623213692333732805e+00,-6.704997087615958140e-01
-3.524657344803117098e-01,3.123324319990520959e+00
-8.476244385339002374e-01,1.190293163601445992e+00
1.743543014801514301e+00,-1.520613111643623228e+00
2.336313015278570049e+00,1.041852194801491382e+00
1.216251779712491654e+00,2.772952697338605388e-01
1.745513373230149767e+00,2.128223796005759283e-01
2.010902341442701413e+00,2.731794979288778791e+00
1.985846730402330840e+00,-2.782654991555006951e-01
8.422356069353321706e-01,-5.186491559224499781e-01
1.440880716020541907e+00,8.058071357621422459e-01
8.900967920253044507e-01,2.046972468979533666e+00
1.047334128218592619e+00,4.825228582634052410e-01
6.258281047326175184e-01,3.414514805350200577e-01
1.008705290228101070e+00,1.207470201167844870e+00
1.950429855016426295e+00,1.266431797898858402e+00
4.158051824704522836e-01,1.781517644283207469e+00
1.995499602884009960e+00,2.279867479501558325e+00
4.345619445873255549e-01,2.653725751923464937e+00
7.357215084864425769e-01,-1.948685825860385190e+00
1.995525617267988938e+00,1.666174432665748384e+00
1.473294296671777914e+00,-5.844666112720977580e-01
1.883190620179375330e+00,2.775328624790447840e+00
-4.184899338304892691e-01,2.904973677753766026e+00
2.044288164710347466e+00,-1.676781027392865830e+00
-1.431888301182608458e+00,2.206879897448085437e+00
2.196587070865781754e+00,8.665954869927701143e-01
-4.479400099911690081e-01,5.752791999045232529e-01
1.075239461021257004e+00,1.150121169299593848e+00
8.888494000142460605e-01,3.896686977424534959e+00
2.019620548441789509e-01,1.372953043629127734e+00
1.546669539128290083e+00,6.785628773559646554e-01
-7.556816997543001069e-01,1.549626793127153457e-01
-5.491212154772067144e-01,1.591056219070976274e+00
-9.146938094596865909e-01,1.634201092705937830e+00
6.469756812277323021e-01,3.339381470604714242e+00
1.062687304387446519e+00,-6.029472381072469300e-01
2.263866043287365848e+00,1.671276315116756894e+00
1.022609429224454303e+00,8.519682751071295801e-01
9.069920078450367518e-01,5.453246954755495146e-01
-5.004859995450237076e-01,1.426663975709153709e+00
8.664720002138693866e-01,9.836734495349220841e-01
1.731614479893020198e+00,-1.252813171555346106e+00
6.045999886844624083e-01,5.560143909428225673e-01
-3.185216181838437244e-01,1.556021897992055925e+00
7.430832685844119823e-01,3.063676760432604063e+00
3.905628466411403821e-01,2.873689223772977641e+00
5.291048293793623181e-01,2.120794084957636549e+00
-7.063536698295662664e-01,-2.289740319576603067e-01
9.243719099453481247e-01,-7.153797415282803218e-01
2.579669689399974430e+00,8.170641026953149311e-01
-8.505096616484553174e-01,1.261272157183773057e+00
-6.472185580827072293e-02,3.297583169242482848e-01
1.973589506975550467e-01,1.093943596848524713e+00
1.021732820150542009e+00,1.438992305977459418e+00
1.352971372606352807e+00,1.091076396640402901e+00
7.845199036182299857e-01,4.694539712305679791e-01
8.458254129724507298e-02,1.053080481607279850e+00
6.833644189084331355e-02,5.829167785972420024e-01
1.056849047348911164e+00,1.909144616724080645e+00
6.937162996154890848e-01,1.398913257396879217e+00
-3.108555266739936318e-01,-2.896685354304311399e-01
